user_id,movie_id,rating,timestamp,user_idx,movie_idx
2439493,4500,1,2003-03-23,3506,3
2467154,4500,4,2005-05-20,3553,3
1386457,4500,3,2004-09-15,2009,3
320708,4500,4,2003-05-08,446,3
2379324,4500,4,2004-01-27,3413,3
1789430,4500,3,2003-09-10,2595,3
837081,4500,4,2005-07-20,1218,3
656811,4500,4,2004-01-31,963,3
2453811,4500,4,2005-02-10,3534,3
1534723,4500,5,2003-05-16,2221,3
538221,4500,4,2005-06-10,794,3
1878316,4500,3,2004-01-04,2718,3
345916,4500,3,2005-03-12,486,3
1065665,4500,5,2005-07-28,1510,3
177103,4500,2,2004-01-17,242,3
530922,4500,2,2005-04-11,777,3
1459994,4500,2,2005-07-01,2117,3
1149786,4500,3,2003-08-20,1647,3
2258411,4500,3,2004-09-20,3251,3
2553812,4500,3,2005-01-19,3660,3
1736588,4500,1,2005-01-20,2516,3
2208519,4500,2,2005-03-07,3173,3
1899288,4500,4,2005-03-25,2741,3
2282361,4500,3,2005-04-26,3280,3
2477831,4500,4,2005-06-18,3564,3
1853299,4500,4,2004-12-23,2681,3
769702,4500,1,2005-02-26,1120,3
914958,4500,4,2003-09-29,1322,3
1524853,4500,4,2004-10-06,2213,3
1434103,4500,2,2003-07-31,2081,3
1848539,4500,5,2003-08-08,2673,3
625344,4500,3,2004-07-27,917,3
432620,4500,3,2004-07-20,626,3
725232,4500,3,2004-03-03,1057,3
475712,4500,4,2005-07-29,690,3
2634980,4500,4,2005-08-10,3787,3
2535720,4500,4,2005-02-25,3642,3
2023451,4500,3,2005-04-28,2934,3
1047039,4500,5,2005-05-14,1491,3
202978,4500,2,2003-07-16,285,3
1492140,4500,3,2004-06-02,2162,3
2379395,4500,3,2004-01-30,3414,3
2111073,4500,5,2003-12-12,3056,3
2601024,4500,3,2003-11-05,3736,3
1767542,4500,2,2004-07-22,2562,3
1929457,4500,3,2005-12-10,2786,3
2082635,4500,2,2005-07-25,3018,3
1179020,4500,4,2004-03-24,1684,3
66892,4500,3,2005-02-23,92,3
2113841,4500,4,2003-10-22,3061,3
1032165,4500,3,2003-12-22,1474,3
387222,4500,4,2003-03-24,560,3
1279851,4500,2,2005-05-20,1859,3
1633113,4500,2,2003-12-04,2367,3
1684416,4500,4,2004-10-25,2446,3
994565,4500,4,2005-01-23,1422,3
1664010,4500,5,2005-10-15,2414,3
1902838,4500,3,2003-04-30,2744,3
945475,4500,3,2005-03-28,1352,3
688306,4500,1,2004-06-07,1001,3
659540,4500,2,2003-06-19,969,3
329958,4500,1,2004-06-29,462,3
896920,4500,3,2004-10-04,1300,3
1573281,4500,3,2004-12-06,2292,3
2374991,4500,5,2005-01-23,3407,3
2612179,4500,3,2005-07-12,3754,3
504243,4500,4,2004-08-11,728,3
154993,4500,5,2003-04-07,211,3
1434330,4500,1,2004-12-24,2082,3
2458451,4500,5,2005-10-31,3540,3
305604,4500,3,2004-10-13,418,3
1848868,4500,2,2003-05-28,2674,3
1838160,4500,4,2003-11-12,2658,3
1991752,4500,2,2003-03-28,2877,3
122197,4500,1,2005-03-09,174,3
1200097,4500,3,2005-12-13,1720,3
1362183,4500,3,2003-07-14,1983,3
1888662,4500,4,2005-05-03,2731,3
869468,4500,2,2004-09-09,1262,3
583873,4500,4,2004-07-26,854,3
2320538,4500,3,2003-09-24,3336,3
2109890,4500,4,2005-08-18,3055,3
693162,4500,4,2003-11-04,1011,3
1835168,4500,3,2005-05-02,2656,3
1757370,4500,3,2004-11-17,2544,3
2348165,4500,3,2003-07-21,3370,3
320972,4500,3,2005-02-03,448,3
1838895,4500,3,2003-12-17,2661,3
1232297,4500,2,2005-03-15,1775,3
2590402,4500,3,2004-03-03,3713,3
1863420,4500,5,2004-05-20,2698,3
2384389,4500,3,2004-07-23,3423,3
2642916,4500,4,2004-04-08,3799,3
2606799,4500,2,2005-05-16,3746,3
2040847,4500,2,2005-08-03,2955,3
523957,4500,4,2004-03-08,764,3
1499926,4500,3,2003-05-06,2176,3
1641072,4500,4,2005-09-10,2381,3
1299887,4500,5,2005-02-19,1889,3
798296,4500,2,2003-05-12,1163,3
1177133,4500,4,2004-02-04,1682,3
60973,4500,4,2003-09-28,83,3
1288501,4500,3,2004-10-27,1872,3
945445,4500,4,2004-03-23,1351,3
2028530,4500,4,2005-02-08,2940,3
671089,4500,3,2005-05-11,983,3
466257,4500,3,2004-01-30,672,3
1053026,4500,5,2005-07-20,1497,3
305344,4500,2,2003-03-22,417,3
1470113,4500,5,2005-05-16,2126,3
2048620,4500,3,2003-04-02,2967,3
1978257,4500,1,2003-03-25,2858,3
1159683,4500,4,2005-10-05,1663,3
1851609,4500,4,2004-11-16,2677,3
2520539,4500,3,2003-10-26,3618,3
2147527,4500,2,2005-11-18,3111,3
364867,4500,4,2004-11-24,518,3
122901,4500,3,2003-07-11,175,3
2572807,4500,2,2005-05-31,3688,3
1252466,4500,4,2005-02-22,1810,3
1865701,4500,2,2005-11-09,2702,3
1768181,4500,4,2004-07-17,2563,3
2460555,4500,4,2004-12-31,3543,3
530134,4500,4,2005-10-21,774,3
1762296,4500,3,2005-09-29,2550,3
517454,4500,4,2005-04-11,753,3
1319949,4500,3,2003-05-04,1919,3
2052289,4500,4,2004-04-20,2974,3
1996860,4500,5,2005-09-14,2888,3
964001,4500,4,2005-07-05,1380,3
1610947,4500,4,2004-12-31,2346,3
1391691,4500,2,2005-09-10,2020,3
1741802,4500,3,2003-10-03,2523,3
1253337,4500,4,2005-02-03,1814,3
2410629,4500,4,2005-10-24,3462,3
105802,4500,3,2005-06-23,149,3
975654,4500,4,2003-11-14,1396,3
936816,4500,3,2003-10-29,1344,3
739252,4500,3,2003-10-16,1071,3
326356,4500,2,2005-06-12,458,3
2444174,4500,3,2003-07-13,3514,3
854364,4500,3,2004-09-17,1240,3
471654,4500,5,2005-03-01,679,3
2525782,4500,4,2004-09-28,3623,3
41561,4500,4,2004-11-10,56,3
837165,4500,4,2004-04-28,1220,3
2064245,4500,5,2003-08-14,2995,3
2113107,4500,4,2005-03-03,3060,3
1445218,4500,4,2003-05-05,2098,3
2254502,4500,2,2003-12-12,3244,3
1651291,4500,5,2005-06-03,2398,3
474521,4500,2,2005-10-18,686,3
230265,4500,2,2005-05-14,321,3
438688,4500,5,2005-11-29,635,3
776513,4500,2,2004-12-08,1127,3
1552388,4500,5,2003-06-09,2250,3
326049,4500,3,2004-04-21,457,3
2608958,4500,3,2004-03-28,3749,3
2126435,4500,2,2005-10-08,3084,3
2118461,4500,5,2005-10-29,3065,3
1638460,4500,3,2003-08-30,2377,3
1800628,4500,3,2005-01-10,2608,3
168523,4500,2,2005-06-08,231,3
1074851,4500,5,2003-11-24,1521,3
387418,4500,1,2003-08-11,561,3
818804,4500,1,2003-05-12,1192,3
1752619,4500,2,2005-06-08,2533,3
1734945,4500,1,2005-09-01,2513,3
1704795,4500,5,2005-11-27,2474,3
1391510,4500,3,2004-08-02,2018,3
133642,4500,4,2005-08-03,190,3
1493528,4500,4,2004-10-06,2166,3
1122498,4500,4,2004-10-11,1599,3
1932594,4500,2,2004-08-22,2790,3
794999,4500,5,2004-06-22,1159,3
191776,4500,4,2005-03-09,265,3
1339695,4500,4,2005-06-06,1948,3
277957,4500,5,2004-08-07,384,3
1971428,4500,1,2004-03-21,2849,3
2481845,4500,4,2004-04-04,3567,3
1663888,4500,4,2004-11-05,2413,3
1461435,4500,1,2003-04-13,2119,3
1150431,4500,3,2004-09-20,1648,3
1549154,4500,5,2005-07-13,2242,3
1639792,4500,1,2003-04-01,2378,3
2463846,4500,4,2005-01-28,3546,3
761623,4500,4,2003-03-17,1105,3
29711,4500,1,2003-10-29,40,3
2055388,4500,4,2005-10-03,2980,3
2348346,4500,4,2003-04-28,3371,3
790471,4500,3,2005-02-07,1149,3
2143500,4500,4,2005-06-04,3102,3
136160,4500,3,2005-10-23,194,3
1963140,4500,3,2003-12-12,2840,3
2060327,4500,4,2005-01-19,2987,3
2646634,4500,4,2003-06-18,3806,3
1020757,4500,4,2004-11-14,1458,3
2358238,4500,3,2005-09-21,3380,3
2452963,4500,4,2003-06-24,3533,3
2405791,4500,5,2003-12-29,3452,3
2443373,4500,2,2004-05-24,3512,3
1462129,4500,4,2005-10-25,2121,3
1154902,4500,5,2003-10-13,1654,3
2236573,4500,3,2004-07-16,3212,3
2448838,4500,5,2004-10-11,3525,3
1983272,4500,4,2004-09-18,2864,3
1400108,4500,4,2005-10-25,2033,3
2581970,4501,3,2005-05-24,3698,4
1277134,4501,2,2005-06-05,1854,4
2011929,4501,1,2005-06-24,2914,4
2003092,4501,2,2005-07-01,2898,4
1735774,4501,3,2005-06-13,2514,4
862144,4501,2,2005-09-07,1250,4
2402672,4501,3,2005-09-23,3449,4
955916,4501,3,2005-07-04,1364,4
1719016,4501,3,2005-07-10,2494,4
1586123,4501,5,2005-07-25,2308,4
2213550,4501,4,2005-05-25,3180,4
1368985,4501,1,2005-06-30,1990,4
2592869,4501,5,2005-07-29,3719,4
882735,4501,1,2005-07-29,1286,4
2628653,4501,3,2005-07-05,3776,4
1268452,4501,3,2005-11-25,1836,4
2459089,4501,4,2005-07-05,3541,4
1492957,4501,3,2005-08-06,2163,4
1333,4501,3,2005-05-29,3,4
2326407,4501,3,2005-07-12,3344,4
1105269,4501,4,2005-08-24,1569,4
181784,4501,5,2005-05-22,246,4
538410,4501,4,2005-05-30,795,4
2446292,4501,1,2005-07-13,3518,4
621634,4501,4,2005-07-28,910,4
1037313,4501,4,2005-05-16,1483,4
2268573,4501,1,2005-05-26,3264,4
1105260,4501,2,2005-06-10,1568,4
1658752,4501,5,2005-06-14,2406,4
1066379,4501,5,2005-09-08,1512,4
959291,4501,4,2005-10-04,1373,4
402377,4501,4,2005-05-21,584,4
1826189,4501,3,2005-06-07,2646,4
2601294,4501,2,2005-08-13,3737,4
945258,4501,4,2005-05-23,1350,4
931817,4501,5,2005-09-20,1340,4
473516,4501,3,2005-05-23,684,4
2604824,4501,4,2005-06-04,3741,4
2289283,4501,3,2005-06-09,3289,4
362169,4501,5,2005-12-12,514,4
2418941,4501,3,2005-08-02,3475,4
802326,4501,4,2004-12-24,1167,4
2076458,4501,4,2005-06-28,3008,4
816549,4501,3,2005-06-30,1185,4
533895,4501,4,2005-09-03,786,4
114296,4501,1,2005-06-01,162,4
193876,4501,2,2005-06-29,269,4
1022903,4501,4,2005-05-26,1462,4
1784150,4501,2,2005-05-17,2589,4
742359,4501,1,2005-06-27,1076,4
670922,4501,4,2005-09-23,982,4
660175,4501,4,2005-10-06,971,4
183754,4501,3,2005-07-21,252,4
1578279,4501,1,2005-06-06,2299,4
830875,4501,4,2005-07-04,1210,4
875956,4501,4,2005-09-16,1277,4
369821,4501,1,2005-10-16,530,4
1684177,4501,4,2005-10-31,2444,4
856436,4501,3,2005-08-09,1242,4
2066905,4501,2,2005-06-24,3000,4
1001129,4501,3,2005-05-22,1429,4
1511683,4501,1,2005-05-24,2196,4
1351545,4501,2,2005-06-02,1968,4
201218,4501,1,2005-07-19,279,4
2314767,4501,4,2005-08-27,3330,4
2242884,4501,3,2005-09-01,3225,4
1617799,4501,2,2005-06-14,2352,4
296608,4501,1,2005-11-22,406,4
2571175,4501,4,2005-07-27,3685,4
2281080,4501,3,2005-08-16,3279,4
1406313,4501,3,2005-08-22,2044,4
90281,4501,4,2005-05-17,125,4
727242,4501,1,2005-06-13,1060,4
1929487,4501,3,2005-06-13,2787,4
784901,4501,3,2005-09-30,1139,4
2122991,4501,4,2005-11-21,3076,4
478176,4501,4,2005-05-23,696,4
627312,4501,2,2005-05-24,920,4
1532920,4501,5,2005-05-31,2220,4
2296969,4501,3,2005-07-07,3301,4
1861903,4501,1,2005-07-24,2696,4
649714,4501,3,2005-05-24,951,4
2636960,4501,4,2005-06-01,3793,4
2191732,4501,2,2005-06-13,3157,4
797522,4501,1,2005-10-31,1162,4
793467,4501,3,2005-11-14,1155,4
113694,4501,3,2005-08-03,161,4
2286614,4501,2,2005-06-12,3284,4
2539141,4501,1,2005-10-12,3649,4
2408917,4501,2,2005-11-21,3458,4
1476386,4501,2,2005-07-11,2135,4
1172929,4501,2,2005-08-18,1676,4
1314869,4501,1,2005-05-16,1908,4
2337785,4501,4,2005-05-23,3355,4
1132940,4501,4,2005-06-14,1620,4
1436160,4501,2,2005-10-04,2088,4
2237750,4501,3,2005-10-05,3214,4
567473,4501,3,2005-07-10,832,4
373557,4501,2,2005-07-22,538,4
2247646,4501,3,2005-09-28,3231,4
129409,4501,2,2005-07-18,185,4
1191566,4501,3,2005-05-27,1707,4
1079697,4501,4,2005-06-21,1533,4
989,4501,2,2005-06-23,1,4
2370314,4501,1,2005-08-09,3401,4
580963,4501,4,2005-06-14,850,4
430013,4501,4,2005-11-30,624,4
1192959,4501,2,2005-06-13,1709,4
1099792,4501,2,2005-06-29,1555,4
217082,4501,4,2005-10-25,303,4
2358651,4501,3,2005-05-24,3382,4
1202465,4501,2,2005-06-29,1726,4
2439493,4501,1,2003-06-04,3506,4
1869389,4501,3,2005-06-19,2704,4
1313998,4501,1,2005-07-11,1906,4
720436,4501,4,2005-05-24,1048,4
857140,4501,2,2005-06-09,1243,4
2317166,4501,3,2005-06-27,3333,4
2464121,4501,4,2005-06-01,3548,4
44402,4501,5,2005-06-07,64,4
2146017,4501,4,2005-11-14,3109,4
2341690,4501,5,2005-05-19,3360,4
2145742,4501,4,2005-06-12,3108,4
2362938,4501,1,2005-06-25,3387,4
2526250,4501,4,2005-12-07,3624,4
1073450,4501,4,2005-07-11,1519,4
2329445,4501,4,2005-08-02,3348,4
2066458,4501,1,2004-07-30,2999,4
1156854,4501,3,2005-06-07,1659,4
1776694,4501,2,2005-06-14,2576,4
2087189,4501,4,2005-05-27,3027,4
841535,4501,4,2005-06-23,1224,4
740526,4501,3,2005-05-26,1073,4
1654621,4501,5,2005-05-28,2402,4
1644997,4501,3,2005-06-15,2386,4
2391423,4501,3,2005-07-16,3436,4
1276125,4501,3,2005-08-11,1851,4
251967,4501,4,2005-06-04,347,4
636185,4501,5,2005-06-17,930,4
2016834,4501,2,2005-08-12,2920,4
1136807,4501,3,2005-09-06,1626,4
1845565,4501,3,2005-10-28,2670,4
2315809,4501,4,2005-11-02,3332,4
952202,4501,3,2005-05-20,1362,4
728801,4501,3,2005-05-27,1062,4
1218927,4501,4,2005-06-07,1755,4
1479743,4501,4,2005-10-07,2140,4
393554,4501,3,2005-10-26,571,4
1093574,4501,3,2005-12-05,1551,4
63728,4501,3,2005-06-07,86,4
1252629,4501,4,2005-11-14,1811,4
2421961,4501,3,2005-08-14,3481,4
1948935,4501,1,2005-08-15,2816,4
2057571,4501,3,2005-06-09,2984,4
1221212,4501,3,2005-10-17,1757,4
1739884,4501,4,2005-05-23,2521,4
384137,4501,3,2005-06-09,553,4
1821403,4501,1,2005-06-23,2639,4
1338206,4501,4,2005-07-17,1945,4
1429267,4501,3,2005-07-25,2072,4
1241060,4501,4,2005-05-19,1789,4
2571748,4501,4,2005-07-03,3686,4
280382,4501,3,2005-09-27,386,4
1340025,4501,3,2005-07-19,1949,4
39242,4501,2,2005-10-19,52,4
2436290,4501,3,2005-11-29,3502,4
2065591,4501,3,2005-07-09,2997,4
1011516,4501,3,2005-06-13,1445,4
780687,4501,4,2005-05-23,1135,4
373956,4501,2,2005-06-25,539,4
2439715,4501,3,2005-06-27,3507,4
1403121,4501,1,2005-07-09,2037,4
1107368,4501,4,2005-06-08,1571,4
447177,4501,1,2005-06-25,650,4
2030978,4501,2,2005-06-26,2944,4
2045883,4501,1,2005-10-07,2962,4
857795,4501,1,2005-07-12,1245,4
1105029,4501,3,2005-07-14,1567,4
1163369,4501,4,2005-08-19,1667,4
1734488,4501,4,2005-06-14,2512,4
2050991,4501,5,2005-06-15,2969,4
1075356,4501,3,2005-06-27,1524,4
1382130,4501,4,2005-11-22,2002,4
1236114,4501,4,2005-08-01,1782,4
252540,4501,4,2005-06-18,348,4
1289344,4501,4,2005-11-03,1875,4
591250,4501,3,2005-06-16,870,4
1215094,4501,4,2005-10-03,1751,4
709881,4501,3,2005-10-04,1031,4
2598766,4501,4,2005-11-12,3732,4
2267504,4501,3,2005-07-19,3260,4
729920,4501,2,2005-08-15,1065,4
1348110,4501,3,2005-06-15,1960,4
2309116,4501,4,2005-10-13,3322,4
2616874,4501,2,2005-07-16,3760,4
794387,4501,2,2005-08-29,1158,4
359681,4501,4,2005-05-23,508,4
1013603,4501,4,2005-06-13,1447,4
1307756,4501,1,2005-06-17,1895,4
29185,4501,5,2005-09-06,38,4
1284029,4501,4,2005-12-22,1868,4
661071,4501,3,2005-08-07,974,4
625432,4501,4,2005-06-26,919,4
389377,4501,4,2003-03-08,564,4
2314335,4501,3,2005-05-22,3328,4
2042978,4501,4,2005-05-22,2959,4
274292,4501,3,2005-09-10,381,4
1957972,4501,1,2005-08-22,2827,4
901511,4501,3,2005-06-14,1304,4
2641668,4501,3,2005-06-22,3798,4
1132373,4501,2,2005-09-14,1616,4
1636791,4501,3,2005-08-23,2373,4
831912,4501,5,2005-06-29,1214,4
2448207,4501,4,2005-07-14,3524,4
955719,4501,2,2005-07-23,1363,4
554626,4501,2,2005-08-12,818,4
504711,4501,4,2005-06-22,730,4
1241718,4501,3,2005-07-05,1790,4
1530425,4501,3,2005-08-06,2217,4
236894,4501,4,2005-05-20,333,4
767929,4501,3,2005-06-08,1116,4
1066935,4501,2,2005-11-03,1513,4
972437,4501,4,2005-05-31,1394,4
312601,4501,3,2005-06-13,432,4
1388915,4501,4,2005-09-29,2013,4
303270,4501,3,2005-10-03,413,4
2120917,4501,2,2005-07-07,3074,4
193454,4501,3,2005-05-27,267,4
2398368,4501,1,2005-06-18,3445,4
46529,4501,5,2005-06-23,68,4
1914173,4501,1,2005-06-29,2760,4
818105,4501,4,2005-12-20,1188,4
2250382,4501,2,2005-07-05,3234,4
1901576,4501,4,2005-08-02,2742,4
1874135,4501,3,2005-08-16,2710,4
1255155,4501,2,2005-11-21,1819,4
518829,4501,3,2005-07-18,755,4
1382430,4501,4,2005-06-15,2003,4
1681459,4501,3,2005-06-16,2437,4
853083,4501,4,2005-06-20,1236,4
2252505,4501,3,2005-06-22,3241,4
1664010,4501,5,2005-10-15,2414,4
1388194,4501,1,2005-09-13,2011,4
1203925,4501,3,2005-06-09,1730,4
1681970,4501,1,2005-06-17,2439,4
481077,4501,3,2005-08-20,702,4
390955,4501,3,2005-06-07,566,4
2613213,4501,3,2005-06-23,3756,4
1481558,4501,2,2005-06-25,2146,4
389157,4501,2,2005-06-29,563,4
2139616,4501,1,2005-06-28,3098,4
152955,4501,4,2005-07-01,209,4
453477,4501,4,2005-09-07,660,4
378346,4501,3,2005-09-29,543,4
2145701,4501,4,2005-11-22,3107,4
1713480,4501,1,2005-07-12,2490,4
2596403,4501,5,2005-06-13,3724,4
2297136,4501,1,2005-05-30,3302,4
1502539,4501,3,2005-06-16,2179,4
84670,4501,2,2005-07-10,116,4
1152696,4501,2,2005-07-18,1651,4
1489599,4501,2,2005-07-19,2159,4
291712,4501,4,2005-05-23,400,4
257165,4501,2,2005-06-17,358,4
1679973,4501,3,2005-06-22,2433,4
332154,4501,4,2005-08-29,465,4
93419,4501,2,2005-05-27,131,4
96011,4501,4,2005-06-06,134,4
612275,4501,4,2005-06-11,895,4
1362663,4501,2,2005-10-01,1984,4
1459955,4501,2,2005-08-18,2116,4
1275379,4501,1,2005-06-24,1847,4
2374807,4501,3,2005-05-31,3406,4
1440602,4501,3,2005-06-07,2093,4
2597664,4501,4,2005-06-07,3727,4
1207334,4501,3,2005-10-04,1735,4
964232,4501,4,2005-10-25,1381,4
1992028,4501,3,2005-07-14,2878,4
1186910,4501,2,2005-06-16,1696,4
2247310,4501,4,2005-06-25,3230,4
15536,4501,2,2005-06-29,21,4
1885424,4501,4,2005-07-08,2729,4
1361352,4501,4,2005-07-10,1981,4
1433050,4501,3,2005-08-04,2079,4
1462315,4501,3,2005-08-12,2122,4
2258269,4501,3,2005-11-14,3250,4
1331155,4501,3,2005-07-18,1937,4
866475,4501,3,2004-11-07,1257,4
567847,4501,3,2005-06-09,833,4
2084067,4501,4,2005-06-12,3022,4
129058,4501,3,2005-09-04,184,4
2498721,4501,3,2005-10-10,3588,4
649322,4501,2,2005-07-02,950,4
2167944,4501,3,2005-10-31,3133,4
2243170,4501,3,2005-07-13,3226,4
137187,4501,1,2005-07-18,195,4
616839,4501,3,2005-06-03,902,4
103699,4501,2,2005-06-29,144,4
367518,4501,4,2005-08-26,525,4
56272,4501,3,2005-06-16,78,4
952063,4501,1,2005-06-01,1361,4
242425,4501,1,2005-06-11,339,4
1708442,4501,4,2005-09-29,2480,4
450899,4501,2,2005-11-09,657,4
274135,4501,3,2005-06-07,380,4
1587311,4501,3,2005-06-15,2312,4
2597866,4501,3,2005-09-24,3729,4
2534526,4501,3,2005-07-12,3639,4
366740,4501,5,2005-10-26,522,4
527994,4501,4,2005-11-21,769,4
2258116,4501,3,2005-11-22,3249,4
744213,4501,3,2005-05-23,1080,4
653682,4501,3,2005-05-31,959,4
2550711,4501,5,2005-05-31,3655,4
1154184,4501,3,2005-06-19,1653,4
780296,4501,3,2005-09-29,1133,4
841811,4501,4,2005-08-27,1225,4
1672753,4501,2,2005-06-20,2426,4
215104,4501,3,2005-05-20,301,4
1377693,4501,3,2005-05-25,1997,4
1541326,4501,3,2005-08-04,2231,4
1556831,4501,1,2005-06-13,2255,4
2292120,4501,4,2005-06-24,3293,4
563705,4501,3,2005-11-12,825,4
2604517,4501,4,2005-11-20,3740,4
1753820,4501,3,2005-07-06,2536,4
1922694,4501,2,2005-08-17,2772,4
74183,4501,3,2005-08-24,99,4
384821,4501,5,2005-05-23,555,4
2561301,4501,4,2005-06-11,3669,4
1511156,4501,2,2005-06-27,2194,4
1429262,4501,2,2005-05-22,2071,4
2365141,4501,2,2005-07-11,3390,4
2606799,4501,2,2005-05-16,3746,4
1757495,4501,5,2005-10-04,2545,4
1147583,4501,3,2005-11-02,1641,4
231712,4501,3,2005-07-12,324,4
1171232,4501,3,2005-09-02,1673,4
1964407,4501,4,2005-06-15,2841,4
535337,4501,3,2005-07-17,789,4
43269,4501,3,2005-07-19,62,4
1324333,4501,3,2005-06-22,1926,4
896636,4501,5,2005-12-03,1298,4
1925392,4501,2,2005-07-11,2777,4
1349389,4501,3,2005-07-17,1964,4
2630391,4501,3,2005-07-17,3780,4
1320859,4501,4,2005-06-16,1923,4
2009508,4501,3,2005-06-21,2907,4
2239189,4501,2,2005-09-03,3217,4
597358,4501,2,2005-12-12,881,4
1902133,4501,3,2005-08-03,2743,4
1416712,4501,1,2005-10-26,2057,4
943880,4501,3,2005-07-26,1349,4
1637823,4501,5,2005-10-27,2376,4
1800814,4501,4,2005-11-08,2609,4
1090951,4501,5,2005-07-26,1546,4
1338823,4501,4,2005-05-31,1946,4
83218,4501,4,2005-06-28,114,4
848260,4501,4,2005-07-01,1229,4
1161441,4501,3,2005-07-22,1665,4
1806407,4501,3,2005-10-12,2618,4
1634480,4501,4,2005-11-02,2369,4
1889913,4501,2,2005-07-07,2732,4
915201,4501,2,2005-10-08,1323,4
602481,4501,4,2005-07-05,884,4
1763559,4501,4,2005-10-20,2554,4
1104400,4501,4,2005-10-26,1565,4
1290249,4501,2,2005-08-27,1876,4
900263,4501,3,2005-08-29,1302,4
467182,4501,3,2005-07-01,674,4
2006543,4501,4,2005-10-02,2905,4
176774,4501,3,2005-10-25,239,4
930351,4501,4,2005-07-08,1338,4
439729,4501,3,2005-08-31,639,4
1132655,4501,5,2005-05-20,1619,4
500066,4501,5,2005-06-06,722,4
340138,4501,4,2005-06-12,476,4
592195,4501,4,2005-07-10,871,4
305344,4501,1,2003-11-08,417,4
637496,4501,1,2005-08-14,936,4
2204091,4501,4,2005-09-06,3167,4
1725226,4501,3,2005-05-21,2502,4
1484680,4501,4,2005-10-12,2149,4
905467,4501,3,2005-07-06,1309,4
2410249,4501,4,2005-07-21,3461,4
412641,4501,3,2005-07-23,601,4
2576024,4501,3,2005-09-02,3691,4
2414931,4501,3,2005-09-06,3470,4
194406,4501,3,2005-11-14,271,4
171953,4501,1,2005-08-08,234,4
877060,4501,3,2005-06-06,1280,4
2548832,4501,4,2005-06-05,3653,4
2510346,4501,4,2005-06-08,3607,4
343411,4501,5,2005-07-01,481,4
1497892,4501,2,2005-10-03,2175,4
664542,4501,2,2005-10-02,979,4
2165743,4501,3,2005-07-26,3132,4
1992776,4501,2,2005-08-10,2880,4
1816541,4501,3,2005-07-02,2632,4
476695,4501,4,2005-10-26,692,4
1700131,4501,2,2005-05-24,2468,4
221165,4501,1,2005-06-18,311,4
1018992,4501,2,2005-06-27,1457,4
828236,4501,5,2005-11-07,1203,4
2317837,4501,4,2005-12-13,3334,4
2269901,4501,3,2005-07-28,3269,4
2144856,4501,3,2005-07-29,3104,4
334203,4501,4,2005-06-01,469,4
2150746,4501,3,2005-06-23,3113,4
2442175,4501,4,2005-07-05,3509,4
767582,4501,4,2005-08-29,1113,4
25836,4501,2,2005-11-27,35,4
1509354,4501,5,2005-08-23,2192,4
2587646,4501,3,2005-06-09,3707,4
469398,4501,3,2005-10-05,676,4
1969248,4501,4,2005-07-13,2846,4
2351311,4501,2,2005-06-22,3372,4
2016657,4501,3,2005-06-27,2919,4
1680872,4501,5,2005-06-14,2434,4
2169517,4501,2,2005-05-24,3135,4
2443642,4501,2,2005-07-03,3513,4
2533291,4501,5,2005-07-03,3636,4
1487832,4501,3,2005-09-12,2155,4
572852,4501,3,2005-11-09,839,4
518079,4501,1,2005-11-20,754,4
