,user_id,movie_id,rating,timestamp,normalized_rating
132,1392017,13368,4,2005-10-08,3.75
133,1143567,13368,5,2005-10-19,4.75
134,532830,13368,5,2005-08-13,4.75
135,539955,13368,5,2004-04-18,4.75
136,1077156,13368,3,2004-03-06,2.75
137,910262,13368,4,2005-08-14,3.75
138,818752,13368,3,2005-02-07,2.75
139,1193748,13368,4,2005-03-06,3.75
140,2323710,13368,5,2005-07-05,4.75
141,2197203,13368,1,2003-09-21,0.75
142,1443113,13368,5,2004-07-29,4.75
143,231863,13368,4,2004-07-12,3.75
144,2034459,13368,4,2005-02-18,3.75
145,1132600,13368,4,2005-03-10,3.75
146,1474444,13368,4,2004-07-06,3.75
147,2410057,13368,4,2004-11-27,3.75
148,858870,13368,4,2005-08-10,3.75
149,220034,13368,5,2005-10-10,4.75
150,2130148,13368,3,2005-05-06,2.75
151,658961,13368,4,2005-06-02,3.75
152,803544,13368,4,2005-11-25,3.75
153,364901,13368,5,2005-08-29,4.75
154,481721,13368,4,2005-07-26,3.75
155,2051752,13368,3,2004-12-07,2.75
156,1228624,13368,5,2005-05-21,4.75
157,202558,13368,3,2003-11-10,2.75
158,1043652,13368,1,2003-08-13,0.75
159,1045479,13368,2,2005-08-30,1.75
160,2310338,13368,5,2004-10-21,4.75
161,1784446,13368,5,2005-11-22,4.75
162,2046421,13368,5,2005-12-09,4.75
163,339693,13368,2,2005-02-26,1.75
164,99847,13368,4,2004-11-16,3.75
165,2092198,13368,4,2005-06-02,3.75
166,897816,13368,3,2005-10-19,2.75
167,184705,13368,3,2004-11-18,2.75
168,2303588,13368,3,2005-02-07,2.75
169,2020045,13368,4,2005-05-25,3.75
170,2578149,13368,3,2004-02-02,2.75
171,2590916,13368,5,2004-12-07,4.75
172,2586051,13368,4,2005-01-13,3.75
173,2125354,13368,4,2005-02-05,3.75
174,2431563,13368,4,2004-10-25,3.75
175,1997580,13368,4,2005-08-06,3.75
176,145155,13368,4,2005-12-03,3.75
177,1707723,13368,3,2004-05-21,2.75
178,2645367,13368,3,2002-04-11,2.75
179,1981647,13368,5,2005-01-11,4.75
180,2120218,13368,3,2005-11-21,2.75
181,1373130,13368,3,2003-08-29,2.75
182,250565,13368,5,2001-01-25,4.75
183,203212,13368,4,2003-06-14,3.75
184,2552319,13368,3,2005-04-03,2.75
185,1190373,13368,5,2005-10-09,4.75
186,831244,13368,3,2000-01-11,2.75
187,241766,13368,2,2004-12-25,1.75
188,2386901,13368,4,2005-07-10,3.75
189,1268328,13368,3,2004-07-24,2.75
190,593749,13368,5,2004-06-11,4.75
191,1480539,13368,4,2005-02-11,3.75
192,78936,13368,2,2005-06-28,1.75
193,2324706,13368,2,2005-10-20,1.75
194,515008,13368,3,2005-08-22,2.75
195,1973828,13368,5,2004-08-10,4.75
196,586836,13368,3,2004-07-10,2.75
197,1348053,13368,4,2005-08-30,3.75
198,1843166,13368,4,2005-05-11,3.75
199,2408478,13368,1,2005-08-24,0.75
200,722572,13368,1,2004-06-08,0.75
201,1026782,13368,4,2005-04-04,3.75
202,2415486,13368,5,2005-10-03,4.75
203,309258,13368,3,2005-04-21,2.75
204,2233289,13368,5,2005-07-28,4.75
205,1366049,13368,5,2004-07-29,4.75
206,2522445,13368,5,2005-03-24,4.75
207,408590,13368,4,2005-10-20,3.75
208,572481,13368,1,2003-04-04,0.75
209,329958,13368,1,2003-12-24,0.75
210,780058,13368,5,2004-04-14,4.75
211,1180795,13368,5,2005-12-16,4.75
212,214247,13368,5,2000-08-26,4.75
213,1223806,13368,4,2005-08-03,3.75
214,1736133,13368,3,2004-10-05,2.75
215,701449,13368,3,2005-10-02,2.75
216,963611,13368,1,2005-06-17,0.75
217,1790184,13368,4,2003-06-02,3.75
218,111696,13368,3,2005-05-30,2.75
219,2342499,13368,4,2005-11-15,3.75
220,1426263,13368,4,2005-04-02,3.75
221,1719220,13368,4,2002-10-31,3.75
222,2388082,13368,4,2005-07-18,3.75
223,2009727,13368,3,2004-06-22,2.75
224,736048,13368,4,2005-04-08,3.75
225,2078484,13368,1,2003-09-24,0.75
226,589404,13368,3,2005-02-08,2.75
227,1298511,13368,2,2003-07-04,1.75
228,396140,13368,4,2003-06-04,3.75
229,726232,13368,3,2003-08-12,2.75
230,1609527,13368,5,2005-01-22,4.75
231,2169764,13368,2,2004-09-08,1.75
232,385900,13368,4,2004-12-07,3.75
233,1884142,13368,5,2005-02-09,4.75
234,2513455,13368,2,2005-05-31,1.75
235,1801493,13368,5,2001-01-10,4.75
236,1769875,13368,1,2004-01-23,0.75
237,633905,13368,3,2004-01-26,2.75
238,60981,13368,5,2004-03-27,4.75
239,707032,13368,4,2005-02-26,3.75
240,896713,13368,1,2005-05-17,0.75
241,807448,13368,4,2005-11-26,3.75
242,2180518,13368,4,2003-11-13,3.75
243,1946303,13368,4,2002-10-01,3.75
244,142492,13368,3,2003-08-23,2.75
245,2053020,13368,1,2004-04-08,0.75
246,1595424,13368,4,2004-01-14,3.75
247,2268720,13368,5,2004-05-26,4.75
248,991786,13368,4,2005-03-01,3.75
249,1349090,13368,3,2005-09-20,2.75
250,1406843,13368,4,2005-10-05,3.75
251,1558030,13368,3,2001-07-26,2.75
252,1708442,13368,4,2003-09-17,3.75
253,1569109,13368,2,2004-03-08,1.75
254,349331,13368,1,2001-02-09,0.75
255,1194048,13368,3,2005-08-25,2.75
256,2369255,13368,3,2005-05-25,2.75
257,677888,13368,5,2004-04-09,4.75
258,117368,13368,4,2004-03-23,3.75
259,545790,13368,3,2004-12-20,2.75
260,2053594,13368,3,2000-04-01,2.75
261,249789,13368,4,2005-02-20,3.75
262,773643,13368,4,2005-03-18,3.75
263,1501724,13368,1,2005-04-11,0.75
264,760029,13368,5,2005-06-04,4.75
265,2503369,13368,5,2004-11-23,4.75
266,1212566,13368,3,2000-01-11,2.75
267,310439,13368,3,2003-04-25,2.75
268,230112,13368,1,2004-07-03,0.75
269,1802028,13368,4,2005-01-28,3.75
270,566625,13368,2,2005-11-14,1.75
271,2634517,13368,4,2005-07-26,3.75
272,1560653,13368,3,2004-08-24,2.75
273,396440,13368,3,2005-06-19,2.75
274,1545805,13368,2,2004-06-05,1.75
275,433139,13368,5,2005-10-01,4.75
276,91120,13368,3,2000-02-16,2.75
277,415478,13368,3,2004-07-07,2.75
278,1810763,13368,3,2005-06-03,2.75
279,2038362,13368,5,2003-04-23,4.75
280,752702,13368,2,2004-05-26,1.75
281,2342834,13368,3,2004-04-15,2.75
282,1520904,13368,4,2004-10-06,3.75
283,254222,13368,4,2005-05-15,3.75
284,2446344,13368,2,2005-06-29,1.75
285,1310382,13368,4,2003-11-22,3.75
286,2367304,13368,3,2003-11-11,2.75
287,1925701,13368,5,2005-02-08,4.75
288,712852,13368,5,2005-10-09,4.75
289,1432211,13368,3,2003-12-10,2.75
290,1071122,13368,3,2004-05-18,2.75
291,901720,13368,4,2003-05-26,3.75
292,1046501,13368,4,2005-08-29,3.75
293,2624689,13368,3,2004-07-23,2.75
294,2019578,13368,4,2004-10-13,3.75
295,1772665,13368,5,2005-02-21,4.75
296,792309,13368,2,2005-05-24,1.75
297,414976,13368,5,2005-11-10,4.75
298,1091738,13368,4,2005-04-21,3.75
299,575981,13368,4,2005-09-27,3.75
300,1311952,13368,5,2005-10-05,4.75
301,1997485,13368,3,2003-09-20,2.75
302,1299887,13368,4,2005-03-02,3.75
303,1505072,13368,5,2005-05-25,4.75
304,2011746,13368,3,2005-09-19,2.75
305,777394,13368,4,2005-11-15,3.75
306,578848,13368,4,2004-08-29,3.75
307,267360,13368,5,2005-08-17,4.75
308,2286677,13368,4,2005-03-02,3.75
309,1127148,13368,4,2005-10-05,3.75
310,2635448,13368,5,2005-12-07,4.75
311,602103,13368,4,2003-08-25,3.75
312,1335942,13368,4,2004-08-12,3.75
313,1338823,13368,3,2004-09-21,2.75
314,1758286,13368,4,2005-04-13,3.75
315,1507578,13368,5,2005-09-24,4.75
316,1971752,13368,4,2005-12-11,3.75
317,1020840,13368,4,2003-09-15,3.75
318,1607572,13368,3,2002-05-07,2.75
319,92040,13368,5,2005-11-13,4.75
320,1878344,13368,5,2002-05-11,4.75
321,1261840,13368,4,2003-05-28,3.75
322,515980,13368,2,2004-12-21,1.75
323,2224875,13368,3,2005-01-25,2.75
324,681541,13368,4,2005-05-17,3.75
325,1765674,13368,2,2003-06-14,1.75
326,1406337,13368,5,2004-10-04,4.75
327,2346564,13368,3,2005-04-01,2.75
328,1396339,13368,4,2005-04-04,3.75
329,167484,13368,4,2005-09-24,3.75
330,2219648,13368,3,2002-07-06,2.75
331,475075,13368,4,2003-07-17,3.75
332,278880,13368,3,2004-12-14,2.75
333,1755505,13368,1,2005-03-02,0.75
334,98492,13368,5,2005-09-12,4.75
335,2068671,13368,4,2005-09-15,3.75
336,2161142,13368,3,2005-09-29,2.75
337,2408168,13368,3,2005-10-02,2.75
338,1294888,13368,3,2004-12-20,2.75
339,2520402,13368,4,2005-12-10,3.75
340,1539972,13368,4,2004-02-18,3.75
341,1395144,13368,4,2003-07-07,3.75
342,305344,13368,1,2003-08-08,0.75
343,683623,13368,4,2005-10-21,3.75
344,1763499,13368,3,2004-09-15,2.75
345,1870256,13368,5,2005-07-28,4.75
346,75640,13368,3,2002-12-18,2.75
347,767706,13368,2,2003-07-03,1.75
348,2369887,13368,3,2004-07-20,2.75
349,2035038,13368,4,2005-04-08,3.75
350,2427227,13368,2,2005-08-17,1.75
351,2188296,13368,4,2005-08-22,3.75
352,1393576,13368,3,2005-06-01,2.75
353,536910,13368,4,2005-03-15,3.75
354,1250096,13368,3,2003-04-21,2.75
355,1088725,13368,3,2004-03-11,2.75
356,2174601,13368,2,2003-04-21,1.75
357,910070,13368,4,2004-03-26,3.75
358,508042,13368,3,2003-07-21,2.75
359,355078,13368,2,2004-12-05,1.75
360,462584,13368,5,2005-02-21,4.75
361,1292780,13368,5,2005-07-25,4.75
362,780391,13368,3,2005-03-03,2.75
363,2554772,13368,4,2005-10-29,3.75
364,484464,13368,4,2003-08-18,3.75
365,1486706,13368,2,2005-12-04,1.75
366,705770,13368,2,2004-11-10,1.75
367,2058438,13368,5,2005-04-07,4.75
368,2177597,13368,1,2005-05-18,0.75
369,1908753,13368,4,2005-08-02,3.75
370,1558683,13368,4,2003-08-17,3.75
371,1687570,13368,4,2005-08-10,3.75
372,111044,13368,4,2004-11-24,3.75
373,637481,13368,5,2005-01-25,4.75
374,1952729,13368,2,2005-05-03,1.75
375,864012,13368,4,2004-01-28,3.75
376,1018015,13368,5,2005-08-22,4.75
377,1876416,13368,2,2004-09-08,1.75
378,1355502,13368,5,2005-03-07,4.75
379,1123981,13368,2,2002-10-09,1.75
380,714757,13368,3,2003-12-02,2.75
381,19488,13368,5,2005-01-31,4.75
382,1477859,13368,4,2005-07-04,3.75
383,1973975,13368,3,2005-10-09,2.75
384,795473,13368,2,2005-01-19,1.75
385,2597239,13368,4,2003-09-20,3.75
386,1290963,13368,4,2005-05-24,3.75
387,1189097,13368,5,2005-06-08,4.75
388,406509,13368,4,2000-01-17,3.75
389,1122213,13368,3,2005-11-15,2.75
390,1179254,13368,2,2003-04-23,1.75
391,2020678,13368,2,2005-09-22,1.75
392,1237881,13368,3,2004-06-04,2.75
393,875344,13368,4,2005-08-13,3.75
394,1291867,13368,4,2005-03-29,3.75
395,1100638,13368,5,2005-04-30,4.75
396,1743179,13368,5,2005-08-15,4.75
397,603543,13368,3,2004-12-01,2.75
398,1443591,13368,4,2002-12-24,3.75
399,1420268,13368,1,2003-08-12,0.75
400,119848,13368,5,2005-04-28,4.75
401,826195,13368,4,2005-05-07,3.75
402,2607433,13368,3,2003-09-03,2.75
403,984525,13368,2,2005-05-11,1.75
404,829846,13368,3,2005-05-23,2.75
405,614711,13368,4,2005-12-11,3.75
406,1305971,13368,4,2001-01-11,3.75
407,1881260,13368,3,2005-08-29,2.75
408,1225936,13368,5,2004-02-19,4.75
409,559366,13368,2,2003-08-26,1.75
410,19006,13368,5,2005-05-22,4.75
411,531787,13368,4,2002-12-10,3.75
412,365249,13368,5,2005-08-10,4.75
413,2251810,13368,5,2004-07-05,4.75
414,2506964,13368,5,2003-11-23,4.75
415,2566101,13368,4,2004-04-13,3.75
416,1229435,13368,4,2005-02-09,3.75
417,2280749,13368,4,2005-05-11,3.75
418,2396619,13368,3,2005-05-23,2.75
419,726621,13368,4,2003-10-17,3.75
420,2412997,13368,4,2005-08-12,3.75
421,345444,13368,5,2005-11-09,4.75
422,1773724,13368,4,2004-01-20,3.75
423,1724929,13368,5,2003-11-03,4.75
424,2326639,13368,2,2004-05-12,1.75
425,1319107,13368,4,2005-05-09,3.75
426,1357878,13368,4,2004-09-05,3.75
427,2118461,13368,5,2005-10-23,4.75
428,2620163,13368,4,2003-12-22,3.75
429,2061495,13368,3,2005-03-28,2.75
430,1711185,13368,5,2005-07-23,4.75
431,387418,13368,2,2003-10-10,1.75
432,296111,13368,5,2004-01-22,4.75
433,694574,13368,4,2004-10-21,3.75
434,1907620,13368,5,2004-11-30,4.75
435,426531,13368,4,2005-02-17,3.75
436,1917431,13368,4,2005-11-18,3.75
437,321519,13368,3,2005-11-21,2.75
438,2612664,13368,1,2004-04-07,0.75
439,1700468,13368,4,2003-04-24,3.75
440,2046878,13368,3,2005-04-11,2.75
441,1945029,13368,2,2004-07-03,1.75
442,1139404,13368,1,2003-04-07,0.75
443,2084328,13368,5,2005-09-01,4.75
444,1932594,13368,1,2004-08-22,0.75
445,1114342,13368,4,2005-01-24,3.75
446,1592172,13368,4,2005-09-22,3.75
447,2295885,13368,3,2003-10-28,2.75
448,2600597,13368,3,2005-12-17,2.75
449,1447743,13368,3,2003-08-12,2.75
450,2406110,13368,5,2004-11-29,4.75
451,1461435,13368,1,2002-02-21,0.75
452,1502608,13368,3,2004-01-24,2.75
453,1251454,13368,3,2005-01-25,2.75
454,1180425,13368,5,2005-03-18,4.75
455,636451,13368,3,2002-05-23,2.75
456,1771329,13368,4,2003-04-29,3.75
457,182203,13368,1,2003-07-18,0.75
458,419963,13368,4,2005-09-07,3.75
459,171521,13368,3,2003-09-24,2.75
460,2590656,13368,4,2005-04-19,3.75
461,1713268,13368,3,2000-07-18,2.75
462,1384790,13368,2,2003-07-11,1.75
463,2629961,13368,3,2004-08-11,2.75
464,553082,13368,4,2004-12-08,3.75
465,1010920,13368,4,2005-03-16,3.75
466,714792,13368,2,2005-03-27,1.75
467,1209672,13368,5,2005-04-30,4.75
468,15027,13368,5,2004-06-08,4.75
469,2467046,13368,3,2000-05-08,2.75
470,1639792,13368,1,2003-04-03,0.75
471,1320363,13368,3,2003-12-21,2.75
472,380292,13368,4,2002-06-21,3.75
473,1765595,13368,3,2005-07-22,2.75
474,157729,13368,5,2005-08-01,4.75
475,2502873,13368,2,2003-10-18,1.75
476,1681941,13368,5,2003-07-18,4.75
477,2385226,13368,3,2005-06-02,2.75
478,2154387,13368,5,2005-10-04,4.75
479,2460347,13368,1,2004-03-25,0.75
480,2292335,13368,5,2005-11-20,4.75
481,1201442,13368,3,2003-07-15,2.75
482,981489,13368,3,2005-10-11,2.75
483,909122,13368,2,2005-07-31,1.75
484,1174544,13368,4,2005-08-09,3.75
485,123716,13368,4,2004-11-17,3.75
486,2384355,13368,3,2004-11-29,2.75
487,2091384,13368,2,2005-02-21,1.75
488,1918276,13368,3,2004-04-07,2.75
489,1536313,13368,5,2004-02-23,4.75
490,2238060,13368,2,2004-08-18,1.75
491,779867,13368,4,2004-11-30,3.75
492,927316,13368,3,2004-11-30,2.75
493,1616631,13368,5,2005-02-09,4.75
494,1907733,13368,5,2005-02-19,4.75
495,1335181,13368,3,2004-04-01,2.75
496,1852040,13368,1,2004-05-13,0.75
497,1929151,13368,3,2004-03-04,2.75
498,2252145,13368,2,2005-10-06,1.75
499,1545733,13368,2,2004-05-14,1.75
500,293857,13368,4,2005-03-16,3.75
501,1486956,13368,4,2005-03-26,3.75
502,2362863,13368,4,2005-08-02,3.75
503,908725,13368,3,2004-11-22,2.75
504,1337762,13368,3,2005-03-28,2.75
505,1606261,13368,3,2000-09-15,2.75
506,2301571,13368,4,2005-01-19,3.75
507,1644346,13368,1,2000-02-08,0.75
508,341746,13368,5,2005-07-08,4.75
509,2064219,13368,5,2005-09-02,4.75
510,2124888,13368,5,2004-12-27,4.75
511,1777165,13368,2,2005-01-25,1.75
512,1596742,13368,5,2005-03-20,4.75
513,1290587,13368,3,2003-05-28,2.75
514,1143230,13368,2,2000-06-05,1.75
515,184271,13368,2,2004-07-30,1.75
516,1033224,13368,2,2002-10-26,1.75
517,1058873,13368,5,2002-09-18,4.75
518,867624,13368,2,2003-08-17,1.75
519,1285,13368,3,2003-12-30,2.75
520,2426728,13368,3,2005-08-10,2.75
521,1493435,13368,4,2005-03-06,3.75
522,20461,13368,3,2005-03-14,2.75
523,190478,13368,4,2005-12-18,3.75
524,2407365,13368,3,2005-08-28,2.75
525,2374464,13368,3,2004-06-23,2.75
526,283364,13368,5,2004-07-22,4.75
527,1625310,13369,5,2005-03-17,4.75
528,541295,13369,5,2005-04-08,4.75
529,303948,13369,3,2005-09-12,2.75
530,635624,13369,2,2005-10-21,1.75
531,1110453,13369,5,2005-08-31,4.75
532,1227322,13369,1,2005-06-02,0.75
533,77550,13369,5,2005-05-25,4.75
534,1513622,13369,3,2005-05-19,2.75
535,2069818,13369,3,2005-06-01,2.75
536,297521,13369,3,2005-05-01,2.75
537,1784150,13369,3,2005-06-06,2.75
538,2221430,13369,3,2005-07-30,2.75
539,705703,13369,3,2005-10-18,2.75
540,1881487,13369,5,2005-10-18,4.75
541,1652711,13369,5,2005-09-08,4.75
542,161133,13369,4,2005-05-27,3.75
543,997518,13369,4,2005-06-13,3.75
544,1972677,13369,5,2005-11-07,4.75
545,438369,13369,3,2005-11-30,2.75
546,2600758,13369,5,2005-05-24,4.75
547,845754,13369,4,2005-05-31,3.75
548,1574842,13369,5,2005-08-22,4.75
549,531237,13369,2,2005-06-26,1.75
550,2466950,13369,4,2005-08-14,3.75
551,636262,13369,1,2005-08-23,0.75
552,91515,13369,4,2005-06-28,3.75
553,1991429,13369,4,2005-04-20,3.75
554,2585607,13369,3,2005-09-27,2.75
555,2439493,13369,1,2005-08-19,0.75
556,1802785,13369,3,2005-05-01,2.75
557,332923,13369,3,2005-05-01,2.75
558,266900,13369,5,2005-06-13,4.75
559,1558516,13369,3,2005-06-24,2.75
560,2134563,13369,1,2005-10-11,0.75
561,1562322,13369,3,2005-06-20,2.75
562,792534,13369,4,2005-06-03,3.75
563,2006138,13369,4,2005-10-08,3.75
564,2106857,13369,5,2005-11-08,4.75
565,232421,13369,1,2005-07-12,0.75
566,1694767,13369,2,2005-07-07,1.75
567,423204,13369,4,2005-06-08,3.75
568,2404219,13369,3,2005-06-20,2.75
569,1501943,13369,3,2005-05-01,2.75
570,1692295,13369,5,2005-05-04,4.75
571,1900,13369,3,2005-05-19,2.75
572,586276,13369,4,2005-09-23,3.75
573,2302897,13369,5,2005-04-02,4.75
574,2221057,13369,3,2005-08-23,2.75
575,507603,13369,1,2005-08-01,0.75
576,199435,13369,2,2005-06-29,1.75
577,1305910,13369,4,2005-10-17,3.75
578,352831,13369,4,2005-05-14,3.75
579,1690900,13369,4,2005-05-26,3.75
580,644955,13369,2,2005-08-29,1.75
581,2578830,13369,3,2005-05-30,2.75
582,501808,13369,4,2005-09-23,3.75
583,1589063,13369,4,2005-09-27,3.75
584,2397080,13369,2,2005-09-17,1.75
585,270634,13369,5,2005-11-27,4.75
586,806991,13369,4,2005-06-16,3.75
587,1014585,13369,5,2005-07-09,4.75
588,1664010,13369,4,2005-10-12,3.75
589,1783543,13369,3,2005-04-09,2.75
590,2253113,13369,3,2005-05-04,2.75
591,1083952,13369,3,2005-05-09,2.75
592,2482938,13369,3,2005-05-28,2.75
593,1605728,13369,3,2005-08-15,2.75
594,584376,13369,3,2005-04-24,2.75
595,2020689,13369,4,2005-07-17,3.75
596,128901,13369,5,2005-07-26,4.75
597,2004105,13369,3,2005-06-10,2.75
598,2052283,13369,4,2005-06-17,3.75
599,2011704,13369,4,2005-07-15,3.75
600,334578,13369,4,2005-07-20,3.75
601,1327597,13369,5,2005-05-18,4.75
602,1407578,13369,4,2005-06-10,3.75
603,622881,13369,5,2005-07-09,4.75
604,2366454,13369,4,2005-07-08,3.75
605,261764,13369,5,2005-11-10,4.75
606,66296,13369,4,2005-05-24,3.75
607,472332,13369,4,2005-06-03,3.75
608,556926,13369,5,2005-08-30,4.75
609,2377815,13369,5,2005-05-03,4.75
610,2096501,13369,3,2005-07-26,2.75
611,721718,13369,5,2005-06-07,4.75
612,79740,13369,4,2005-06-01,3.75
613,815585,13369,5,2005-02-24,4.75
614,1858464,13369,3,2005-05-27,2.75
615,1763653,13369,4,2005-06-03,3.75
616,3097,13369,4,2005-08-10,3.75
617,2299596,13369,4,2005-05-11,3.75
618,2322390,13369,4,2005-06-27,3.75
619,2434166,13369,4,2005-06-14,3.75
620,305344,13369,1,2005-04-27,0.75
621,510173,13369,3,2005-06-14,2.75
622,564572,13369,2,2005-05-26,1.75
623,2038078,13369,3,2005-06-22,2.75
624,373416,13369,3,2005-07-18,2.75
625,2147527,13369,1,2005-11-18,0.75
626,2216721,13369,5,2005-08-24,4.75
627,651230,13369,1,2005-05-26,0.75
628,2309145,13369,5,2005-11-10,4.75
629,2352652,13369,4,2005-05-06,3.75
630,240923,13369,2,2005-09-19,1.75
631,496106,13369,4,2005-10-20,3.75
632,1488235,13369,5,2005-05-26,4.75
633,439559,13369,5,2005-11-02,4.75
634,1111322,13369,3,2005-03-21,2.75
635,2018894,13369,5,2005-10-05,4.75
636,1565408,13369,5,2005-07-13,4.75
637,742766,13369,3,2005-07-24,2.75
638,2420328,13369,5,2005-05-04,4.75
639,2215203,13369,4,2005-05-31,3.75
640,2131820,13369,2,2005-10-25,1.75
641,754990,13369,2,2005-05-17,1.75
642,19006,13369,3,2005-06-10,2.75
643,1993836,13369,5,2005-02-28,4.75
