user_id,movie_id,rating,timestamp
475712,4500,4,2005-07-29
2634980,4500,4,2005-08-10
2535720,4500,4,2005-02-25
2023451,4500,3,2005-04-28
1047039,4500,5,2005-05-14
202978,4500,2,2003-07-16
1492140,4500,3,2004-06-02
2379395,4500,3,2004-01-30
2111073,4500,5,2003-12-12
2601024,4500,3,2003-11-05
1767542,4500,2,2004-07-22
1929457,4500,3,2005-12-10
2082635,4500,2,2005-07-25
1179020,4500,4,2004-03-24
66892,4500,3,2005-02-23
2113841,4500,4,2003-10-22
1032165,4500,3,2003-12-22
387222,4500,4,2003-03-24
1279851,4500,2,2005-05-20
1633113,4500,2,2003-12-04
1684416,4500,4,2004-10-25
994565,4500,4,2005-01-23
1664010,4500,5,2005-10-15
1902838,4500,3,2003-04-30
945475,4500,3,2005-03-28
688306,4500,1,2004-06-07
659540,4500,2,2003-06-19
329958,4500,1,2004-06-29
896920,4500,3,2004-10-04
1573281,4500,3,2004-12-06
2374991,4500,5,2005-01-23
2612179,4500,3,2005-07-12
504243,4500,4,2004-08-11
154993,4500,5,2003-04-07
1434330,4500,1,2004-12-24
2458451,4500,5,2005-10-31
305604,4500,3,2004-10-13
1848868,4500,2,2003-05-28
1838160,4500,4,2003-11-12
1991752,4500,2,2003-03-28
122197,4500,1,2005-03-09
1200097,4500,3,2005-12-13
1362183,4500,3,2003-07-14
1888662,4500,4,2005-05-03
869468,4500,2,2004-09-09
583873,4500,4,2004-07-26
2320538,4500,3,2003-09-24
2109890,4500,4,2005-08-18
693162,4500,4,2003-11-04
1835168,4500,3,2005-05-02
1757370,4500,3,2004-11-17
2348165,4500,3,2003-07-21
320972,4500,3,2005-02-03
1838895,4500,3,2003-12-17
1232297,4500,2,2005-03-15
2590402,4500,3,2004-03-03
1863420,4500,5,2004-05-20
2384389,4500,3,2004-07-23
2642916,4500,4,2004-04-08
2606799,4500,2,2005-05-16
2040847,4500,2,2005-08-03
523957,4500,4,2004-03-08
1499926,4500,3,2003-05-06
1641072,4500,4,2005-09-10
1299887,4500,5,2005-02-19
798296,4500,2,2003-05-12
1177133,4500,4,2004-02-04
60973,4500,4,2003-09-28
1288501,4500,3,2004-10-27
945445,4500,4,2004-03-23
2028530,4500,4,2005-02-08
671089,4500,3,2005-05-11
466257,4500,3,2004-01-30
1053026,4500,5,2005-07-20
305344,4500,2,2003-03-22
1470113,4500,5,2005-05-16
2048620,4500,3,2003-04-02
1978257,4500,1,2003-03-25
1159683,4500,4,2005-10-05
1851609,4500,4,2004-11-16
2520539,4500,3,2003-10-26
2147527,4500,2,2005-11-18
364867,4500,4,2004-11-24
122901,4500,3,2003-07-11
2572807,4500,2,2005-05-31
1252466,4500,4,2005-02-22
1865701,4500,2,2005-11-09
1768181,4500,4,2004-07-17
2460555,4500,4,2004-12-31
530134,4500,4,2005-10-21
1762296,4500,3,2005-09-29
517454,4500,4,2005-04-11
1319949,4500,3,2003-05-04
2052289,4500,4,2004-04-20
1996860,4500,5,2005-09-14
964001,4500,4,2005-07-05
1610947,4500,4,2004-12-31
1391691,4500,2,2005-09-10
1741802,4500,3,2003-10-03
1253337,4500,4,2005-02-03
2410629,4500,4,2005-10-24
105802,4500,3,2005-06-23
975654,4500,4,2003-11-14
936816,4500,3,2003-10-29
739252,4500,3,2003-10-16
326356,4500,2,2005-06-12
2444174,4500,3,2003-07-13
854364,4500,3,2004-09-17
471654,4500,5,2005-03-01
2525782,4500,4,2004-09-28
41561,4500,4,2004-11-10
837165,4500,4,2004-04-28
2064245,4500,5,2003-08-14
2113107,4500,4,2005-03-03
1445218,4500,4,2003-05-05
2254502,4500,2,2003-12-12
1651291,4500,5,2005-06-03
474521,4500,2,2005-10-18
230265,4500,2,2005-05-14
438688,4500,5,2005-11-29
776513,4500,2,2004-12-08
1552388,4500,5,2003-06-09
326049,4500,3,2004-04-21
2608958,4500,3,2004-03-28
2126435,4500,2,2005-10-08
2118461,4500,5,2005-10-29
1638460,4500,3,2003-08-30
1800628,4500,3,2005-01-10
168523,4500,2,2005-06-08
1074851,4500,5,2003-11-24
387418,4500,1,2003-08-11
818804,4500,1,2003-05-12
1752619,4500,2,2005-06-08
1734945,4500,1,2005-09-01
1704795,4500,5,2005-11-27
1391510,4500,3,2004-08-02
133642,4500,4,2005-08-03
1493528,4500,4,2004-10-06
1122498,4500,4,2004-10-11
1932594,4500,2,2004-08-22
794999,4500,5,2004-06-22
191776,4500,4,2005-03-09
1339695,4500,4,2005-06-06
277957,4500,5,2004-08-07
1971428,4500,1,2004-03-21
2481845,4500,4,2004-04-04
1663888,4500,4,2004-11-05
1461435,4500,1,2003-04-13
1150431,4500,3,2004-09-20
1549154,4500,5,2005-07-13
1639792,4500,1,2003-04-01
2463846,4500,4,2005-01-28
761623,4500,4,2003-03-17
29711,4500,1,2003-10-29
2055388,4500,4,2005-10-03
2348346,4500,4,2003-04-28
790471,4500,3,2005-02-07
2143500,4500,4,2005-06-04
136160,4500,3,2005-10-23
1963140,4500,3,2003-12-12
2060327,4500,4,2005-01-19
2646634,4500,4,2003-06-18
1020757,4500,4,2004-11-14
2358238,4500,3,2005-09-21
2452963,4500,4,2003-06-24
2405791,4500,5,2003-12-29
2443373,4500,2,2004-05-24
1462129,4500,4,2005-10-25
1154902,4500,5,2003-10-13
2236573,4500,3,2004-07-16
2448838,4500,5,2004-10-11
1983272,4500,4,2004-09-18
1400108,4500,4,2005-10-25
2581970,4501,3,2005-05-24
1277134,4501,2,2005-06-05
2011929,4501,1,2005-06-24
2003092,4501,2,2005-07-01
1735774,4501,3,2005-06-13
862144,4501,2,2005-09-07
2402672,4501,3,2005-09-23
955916,4501,3,2005-07-04
1719016,4501,3,2005-07-10
1586123,4501,5,2005-07-25
2213550,4501,4,2005-05-25
1368985,4501,1,2005-06-30
2592869,4501,5,2005-07-29
882735,4501,1,2005-07-29
2628653,4501,3,2005-07-05
1268452,4501,3,2005-11-25
2459089,4501,4,2005-07-05
1492957,4501,3,2005-08-06
1333,4501,3,2005-05-29
2326407,4501,3,2005-07-12
1105269,4501,4,2005-08-24
181784,4501,5,2005-05-22
538410,4501,4,2005-05-30
2446292,4501,1,2005-07-13
621634,4501,4,2005-07-28
1037313,4501,4,2005-05-16
2268573,4501,1,2005-05-26
1105260,4501,2,2005-06-10
1658752,4501,5,2005-06-14
1066379,4501,5,2005-09-08
959291,4501,4,2005-10-04
402377,4501,4,2005-05-21
1826189,4501,3,2005-06-07
2601294,4501,2,2005-08-13
945258,4501,4,2005-05-23
931817,4501,5,2005-09-20
473516,4501,3,2005-05-23
2604824,4501,4,2005-06-04
2289283,4501,3,2005-06-09
362169,4501,5,2005-12-12
2418941,4501,3,2005-08-02
802326,4501,4,2004-12-24
2076458,4501,4,2005-06-28
816549,4501,3,2005-06-30
533895,4501,4,2005-09-03
114296,4501,1,2005-06-01
193876,4501,2,2005-06-29
1022903,4501,4,2005-05-26
1784150,4501,2,2005-05-17
742359,4501,1,2005-06-27
670922,4501,4,2005-09-23
660175,4501,4,2005-10-06
183754,4501,3,2005-07-21
1578279,4501,1,2005-06-06
830875,4501,4,2005-07-04
875956,4501,4,2005-09-16
369821,4501,1,2005-10-16
1684177,4501,4,2005-10-31
856436,4501,3,2005-08-09
2066905,4501,2,2005-06-24
1001129,4501,3,2005-05-22
1511683,4501,1,2005-05-24
1351545,4501,2,2005-06-02
201218,4501,1,2005-07-19
2314767,4501,4,2005-08-27
2242884,4501,3,2005-09-01
1617799,4501,2,2005-06-14
296608,4501,1,2005-11-22
2571175,4501,4,2005-07-27
2281080,4501,3,2005-08-16
1406313,4501,3,2005-08-22
90281,4501,4,2005-05-17
727242,4501,1,2005-06-13
1929487,4501,3,2005-06-13
784901,4501,3,2005-09-30
2122991,4501,4,2005-11-21
478176,4501,4,2005-05-23
627312,4501,2,2005-05-24
1532920,4501,5,2005-05-31
2296969,4501,3,2005-07-07
1861903,4501,1,2005-07-24
649714,4501,3,2005-05-24
2636960,4501,4,2005-06-01
2191732,4501,2,2005-06-13
797522,4501,1,2005-10-31
793467,4501,3,2005-11-14
113694,4501,3,2005-08-03
2286614,4501,2,2005-06-12
2539141,4501,1,2005-10-12
2408917,4501,2,2005-11-21
1476386,4501,2,2005-07-11
1172929,4501,2,2005-08-18
1314869,4501,1,2005-05-16
2337785,4501,4,2005-05-23
1132940,4501,4,2005-06-14
1436160,4501,2,2005-10-04
2237750,4501,3,2005-10-05
567473,4501,3,2005-07-10
373557,4501,2,2005-07-22
2247646,4501,3,2005-09-28
129409,4501,2,2005-07-18
1191566,4501,3,2005-05-27
1079697,4501,4,2005-06-21
989,4501,2,2005-06-23
2370314,4501,1,2005-08-09
580963,4501,4,2005-06-14
430013,4501,4,2005-11-30
1192959,4501,2,2005-06-13
1099792,4501,2,2005-06-29
217082,4501,4,2005-10-25
2358651,4501,3,2005-05-24
1202465,4501,2,2005-06-29
2439493,4501,1,2003-06-04
1869389,4501,3,2005-06-19
1313998,4501,1,2005-07-11
720436,4501,4,2005-05-24
857140,4501,2,2005-06-09
2317166,4501,3,2005-06-27
2464121,4501,4,2005-06-01
44402,4501,5,2005-06-07
2146017,4501,4,2005-11-14
2341690,4501,5,2005-05-19
2145742,4501,4,2005-06-12
2362938,4501,1,2005-06-25
2526250,4501,4,2005-12-07
1073450,4501,4,2005-07-11
2329445,4501,4,2005-08-02
2066458,4501,1,2004-07-30
1156854,4501,3,2005-06-07
1776694,4501,2,2005-06-14
2087189,4501,4,2005-05-27
841535,4501,4,2005-06-23
740526,4501,3,2005-05-26
1654621,4501,5,2005-05-28
1644997,4501,3,2005-06-15
2391423,4501,3,2005-07-16
1276125,4501,3,2005-08-11
251967,4501,4,2005-06-04
636185,4501,5,2005-06-17
2016834,4501,2,2005-08-12
1136807,4501,3,2005-09-06
1845565,4501,3,2005-10-28
2315809,4501,4,2005-11-02
952202,4501,3,2005-05-20
728801,4501,3,2005-05-27
1218927,4501,4,2005-06-07
1479743,4501,4,2005-10-07
393554,4501,3,2005-10-26
1093574,4501,3,2005-12-05
63728,4501,3,2005-06-07
1252629,4501,4,2005-11-14
2421961,4501,3,2005-08-14
1948935,4501,1,2005-08-15
2057571,4501,3,2005-06-09
1221212,4501,3,2005-10-17
1739884,4501,4,2005-05-23
384137,4501,3,2005-06-09
1821403,4501,1,2005-06-23
1338206,4501,4,2005-07-17
1429267,4501,3,2005-07-25
1241060,4501,4,2005-05-19
2571748,4501,4,2005-07-03
280382,4501,3,2005-09-27
1340025,4501,3,2005-07-19
39242,4501,2,2005-10-19
2436290,4501,3,2005-11-29
2065591,4501,3,2005-07-09
1011516,4501,3,2005-06-13
780687,4501,4,2005-05-23
373956,4501,2,2005-06-25
2439715,4501,3,2005-06-27
1403121,4501,1,2005-07-09
1107368,4501,4,2005-06-08
447177,4501,1,2005-06-25
2030978,4501,2,2005-06-26
2045883,4501,1,2005-10-07
857795,4501,1,2005-07-12
1105029,4501,3,2005-07-14
1163369,4501,4,2005-08-19
1734488,4501,4,2005-06-14
2050991,4501,5,2005-06-15
1075356,4501,3,2005-06-27
1382130,4501,4,2005-11-22
1236114,4501,4,2005-08-01
252540,4501,4,2005-06-18
1289344,4501,4,2005-11-03
591250,4501,3,2005-06-16
1215094,4501,4,2005-10-03
709881,4501,3,2005-10-04
2598766,4501,4,2005-11-12
2267504,4501,3,2005-07-19
729920,4501,2,2005-08-15
1348110,4501,3,2005-06-15
2309116,4501,4,2005-10-13
2616874,4501,2,2005-07-16
794387,4501,2,2005-08-29
359681,4501,4,2005-05-23
1013603,4501,4,2005-06-13
1307756,4501,1,2005-06-17
29185,4501,5,2005-09-06
1284029,4501,4,2005-12-22
661071,4501,3,2005-08-07
625432,4501,4,2005-06-26
389377,4501,4,2003-03-08
2314335,4501,3,2005-05-22
2042978,4501,4,2005-05-22
274292,4501,3,2005-09-10
1957972,4501,1,2005-08-22
901511,4501,3,2005-06-14
2641668,4501,3,2005-06-22
1132373,4501,2,2005-09-14
1636791,4501,3,2005-08-23
831912,4501,5,2005-06-29
2448207,4501,4,2005-07-14
955719,4501,2,2005-07-23
554626,4501,2,2005-08-12
504711,4501,4,2005-06-22
1241718,4501,3,2005-07-05
1530425,4501,3,2005-08-06
236894,4501,4,2005-05-20
767929,4501,3,2005-06-08
1066935,4501,2,2005-11-03
972437,4501,4,2005-05-31
312601,4501,3,2005-06-13
1388915,4501,4,2005-09-29
303270,4501,3,2005-10-03
2120917,4501,2,2005-07-07
193454,4501,3,2005-05-27
2398368,4501,1,2005-06-18
46529,4501,5,2005-06-23
1914173,4501,1,2005-06-29
818105,4501,4,2005-12-20
2250382,4501,2,2005-07-05
1901576,4501,4,2005-08-02
1874135,4501,3,2005-08-16
1255155,4501,2,2005-11-21
518829,4501,3,2005-07-18
1382430,4501,4,2005-06-15
1681459,4501,3,2005-06-16
853083,4501,4,2005-06-20
2252505,4501,3,2005-06-22
1664010,4501,5,2005-10-15
1388194,4501,1,2005-09-13
1203925,4501,3,2005-06-09
1681970,4501,1,2005-06-17
481077,4501,3,2005-08-20
390955,4501,3,2005-06-07
2613213,4501,3,2005-06-23
1481558,4501,2,2005-06-25
389157,4501,2,2005-06-29
2139616,4501,1,2005-06-28
152955,4501,4,2005-07-01
453477,4501,4,2005-09-07
378346,4501,3,2005-09-29
2145701,4501,4,2005-11-22
1713480,4501,1,2005-07-12
2596403,4501,5,2005-06-13
2297136,4501,1,2005-05-30
1502539,4501,3,2005-06-16
84670,4501,2,2005-07-10
1152696,4501,2,2005-07-18
1489599,4501,2,2005-07-19
291712,4501,4,2005-05-23
257165,4501,2,2005-06-17
1679973,4501,3,2005-06-22
332154,4501,4,2005-08-29
93419,4501,2,2005-05-27
96011,4501,4,2005-06-06
612275,4501,4,2005-06-11
1362663,4501,2,2005-10-01
1459955,4501,2,2005-08-18
1275379,4501,1,2005-06-24
2374807,4501,3,2005-05-31
1440602,4501,3,2005-06-07
2597664,4501,4,2005-06-07
1207334,4501,3,2005-10-04
964232,4501,4,2005-10-25
1992028,4501,3,2005-07-14
1186910,4501,2,2005-06-16
2247310,4501,4,2005-06-25
15536,4501,2,2005-06-29
1885424,4501,4,2005-07-08
1361352,4501,4,2005-07-10
1433050,4501,3,2005-08-04
1462315,4501,3,2005-08-12
2258269,4501,3,2005-11-14
1331155,4501,3,2005-07-18
866475,4501,3,2004-11-07
567847,4501,3,2005-06-09
2084067,4501,4,2005-06-12
129058,4501,3,2005-09-04
2498721,4501,3,2005-10-10
649322,4501,2,2005-07-02
2167944,4501,3,2005-10-31
2243170,4501,3,2005-07-13
137187,4501,1,2005-07-18
616839,4501,3,2005-06-03
103699,4501,2,2005-06-29
367518,4501,4,2005-08-26
56272,4501,3,2005-06-16
952063,4501,1,2005-06-01
242425,4501,1,2005-06-11
1708442,4501,4,2005-09-29
450899,4501,2,2005-11-09
274135,4501,3,2005-06-07
1587311,4501,3,2005-06-15
2597866,4501,3,2005-09-24
2534526,4501,3,2005-07-12
366740,4501,5,2005-10-26
527994,4501,4,2005-11-21
2258116,4501,3,2005-11-22
744213,4501,3,2005-05-23
653682,4501,3,2005-05-31
2550711,4501,5,2005-05-31
1154184,4501,3,2005-06-19
780296,4501,3,2005-09-29
841811,4501,4,2005-08-27
1672753,4501,2,2005-06-20
215104,4501,3,2005-05-20
1377693,4501,3,2005-05-25
1541326,4501,3,2005-08-04
1556831,4501,1,2005-06-13
2292120,4501,4,2005-06-24
563705,4501,3,2005-11-12
2604517,4501,4,2005-11-20
1753820,4501,3,2005-07-06
1922694,4501,2,2005-08-17
74183,4501,3,2005-08-24
384821,4501,5,2005-05-23
2561301,4501,4,2005-06-11
1511156,4501,2,2005-06-27
1429262,4501,2,2005-05-22
2365141,4501,2,2005-07-11
2606799,4501,2,2005-05-16
1757495,4501,5,2005-10-04
1147583,4501,3,2005-11-02
231712,4501,3,2005-07-12
1171232,4501,3,2005-09-02
1964407,4501,4,2005-06-15
535337,4501,3,2005-07-17
43269,4501,3,2005-07-19
1324333,4501,3,2005-06-22
896636,4501,5,2005-12-03
1925392,4501,2,2005-07-11
1349389,4501,3,2005-07-17
2630391,4501,3,2005-07-17
1320859,4501,4,2005-06-16
2009508,4501,3,2005-06-21
2239189,4501,2,2005-09-03
597358,4501,2,2005-12-12
1902133,4501,3,2005-08-03
1416712,4501,1,2005-10-26
943880,4501,3,2005-07-26
1637823,4501,5,2005-10-27
1800814,4501,4,2005-11-08
1090951,4501,5,2005-07-26
1338823,4501,4,2005-05-31
83218,4501,4,2005-06-28
848260,4501,4,2005-07-01
1161441,4501,3,2005-07-22
1806407,4501,3,2005-10-12
1634480,4501,4,2005-11-02
1889913,4501,2,2005-07-07
915201,4501,2,2005-10-08
602481,4501,4,2005-07-05
1763559,4501,4,2005-10-20
1104400,4501,4,2005-10-26
1290249,4501,2,2005-08-27
900263,4501,3,2005-08-29
467182,4501,3,2005-07-01
2006543,4501,4,2005-10-02
176774,4501,3,2005-10-25
930351,4501,4,2005-07-08
439729,4501,3,2005-08-31
1132655,4501,5,2005-05-20
500066,4501,5,2005-06-06
340138,4501,4,2005-06-12
592195,4501,4,2005-07-10
305344,4501,1,2003-11-08
637496,4501,1,2005-08-14
2204091,4501,4,2005-09-06
1725226,4501,3,2005-05-21
1484680,4501,4,2005-10-12
905467,4501,3,2005-07-06
2410249,4501,4,2005-07-21
412641,4501,3,2005-07-23
2576024,4501,3,2005-09-02
2414931,4501,3,2005-09-06
194406,4501,3,2005-11-14
171953,4501,1,2005-08-08
877060,4501,3,2005-06-06
2548832,4501,4,2005-06-05
2510346,4501,4,2005-06-08
343411,4501,5,2005-07-01
1497892,4501,2,2005-10-03
664542,4501,2,2005-10-02
2165743,4501,3,2005-07-26
1992776,4501,2,2005-08-10
1816541,4501,3,2005-07-02
476695,4501,4,2005-10-26
1700131,4501,2,2005-05-24
221165,4501,1,2005-06-18
1018992,4501,2,2005-06-27
828236,4501,5,2005-11-07
2317837,4501,4,2005-12-13
2269901,4501,3,2005-07-28
2144856,4501,3,2005-07-29
334203,4501,4,2005-06-01
2150746,4501,3,2005-06-23
2442175,4501,4,2005-07-05
767582,4501,4,2005-08-29
25836,4501,2,2005-11-27
1509354,4501,5,2005-08-23
2587646,4501,3,2005-06-09
469398,4501,3,2005-10-05
1969248,4501,4,2005-07-13
2351311,4501,2,2005-06-22
2016657,4501,3,2005-06-27
1680872,4501,5,2005-06-14
2169517,4501,2,2005-05-24
2443642,4501,2,2005-07-03
2533291,4501,5,2005-07-03
1487832,4501,3,2005-09-12
572852,4501,3,2005-11-09
518079,4501,1,2005-11-20
2507922,4501,5,2005-05-24
42275,4501,4,2005-06-02
1310778,4501,2,2005-06-21
1763451,4501,3,2005-06-27
2240629,4501,3,2005-10-05
1405324,4501,4,2005-10-17
1709888,4501,4,2005-07-14
1015971,4501,4,2005-06-06
135736,4501,5,2005-06-23
523905,4501,4,2005-07-06
2401209,4501,3,2005-08-22
2598647,4501,3,2005-05-26
338047,4501,3,2005-06-11
2309825,4501,3,2005-11-22
1006874,4501,3,2005-07-06
1506639,4501,1,2005-08-01
2430904,4501,2,2005-06-14
1604779,4501,5,2005-07-02
1221519,4501,3,2005-10-09
1132526,4501,4,2005-08-23
453217,4501,3,2005-05-19
98341,4501,4,2005-06-27
875399,4501,4,2005-10-04
2618879,4501,4,2005-09-01
1430239,4501,3,2005-07-06
2032154,4501,3,2005-08-25
1610407,4501,3,2005-06-20
2538176,4501,1,2005-06-29
1784534,4501,1,2005-07-06
1543140,4501,1,2005-09-03
1130374,4501,3,2005-11-10
1666106,4501,3,2005-07-17
501279,4501,4,2005-07-30
533253,4501,4,2005-08-27
655175,4501,3,2005-06-15
1598717,4501,3,2005-08-04
1935097,4501,5,2005-08-30
1775183,4501,1,2005-06-12
1999876,4501,3,2005-06-23
2562653,4501,4,2005-06-27
2117432,4501,5,2005-07-25
171276,4501,2,2005-08-23
837133,4501,3,2005-05-20
1550359,4501,3,2005-09-23
592691,4501,4,2005-06-04
2126849,4501,3,2005-11-06
586388,4501,1,2005-06-27
2118613,4501,3,2005-12-21
2018104,4501,5,2005-12-28
193175,4501,5,2005-08-28
970008,4501,2,2005-06-20
1486247,4501,1,2005-07-05
1737808,4501,3,2005-07-19
1816708,4501,3,2005-08-04
2121720,4501,2,2005-07-02
522848,4501,4,2005-07-19
253028,4501,2,2005-08-29
1627987,4501,2,2005-05-20
2029513,4501,3,2005-06-21
230444,4501,4,2005-07-21
361780,4501,2,2005-07-28
1056156,4501,3,2005-05-30
2118461,4501,4,2005-10-29
2050772,4501,5,2005-08-10
1211416,4501,3,2005-10-21
1258892,4501,2,2005-06-06
567426,4501,2,2005-06-22
1250400,4501,1,2005-09-22
1511274,4501,3,2005-10-10
387418,4501,2,2004-02-09
706524,4501,4,2005-08-15
1421249,4501,3,2005-06-13
2614077,4501,1,2005-06-22
1015739,4501,3,2005-07-15
889734,4501,4,2005-12-13
1813543,4501,2,2005-08-01
1473750,4501,3,2005-09-13
2447256,4501,3,2005-12-18
2101759,4501,5,2005-06-13
2342528,4501,1,2005-06-15
999752,4501,3,2005-08-21
1194594,4501,4,2005-09-03
966757,4501,3,2005-05-25
1051251,4501,3,2005-06-13
441313,4501,3,2005-09-27
933094,4501,2,2005-08-10
1872961,4501,1,2005-08-26
794999,4501,5,2005-05-24
1834123,4501,4,2005-06-01
981733,4501,3,2005-06-16
1176114,4501,1,2005-10-14
688869,4501,3,2005-07-20
1266186,4501,3,2005-08-11
1824861,4501,3,2005-08-14
2526291,4501,4,2005-05-19
2190996,4501,3,2005-06-03
1645904,4501,3,2005-06-05
209104,4501,2,2005-06-14
368124,4501,3,2005-07-02
2452802,4501,3,2005-10-04
1757769,4501,2,2005-07-03
1913241,4501,1,2005-06-16
133165,4501,2,2005-09-23
758139,4501,5,2005-09-28
829708,4501,4,2005-07-16
584643,4501,3,2005-07-22
874765,4501,3,2005-07-22
1152383,4501,4,2005-08-25
1180266,4501,3,2005-11-05
1453265,4501,3,2005-07-07
2649376,4501,4,2005-08-01
2090063,4501,3,2005-09-18
1262490,4501,3,2005-05-24
1893668,4501,1,2005-06-09
745031,4501,2,2005-06-13
1448792,4501,2,2005-11-07
1680877,4501,2,2005-07-05
827801,4501,4,2005-07-13
2199229,4501,4,2005-06-24
586659,4501,5,2005-05-26
57633,4501,3,2005-05-27
790471,4501,4,2005-07-25
1573062,4501,2,2005-08-21
2190905,4501,3,2005-07-12
869544,4501,3,2005-07-13
1555156,4501,3,2005-07-20
1736609,4501,2,2005-07-28
1645954,4501,3,2005-08-24
2274652,4501,3,2005-06-29
1334851,4501,4,2005-06-01
2302245,4501,4,2005-11-08
2577168,4501,4,2005-07-07
1256961,4501,3,2005-07-12
2116135,4501,4,2005-08-13
1906240,4501,4,2005-05-21
1694379,4501,3,2005-11-27
272697,4501,4,2005-07-15
33849,4501,4,2005-08-17
311213,4501,3,2005-07-06
2487211,4501,2,2005-07-18
1721447,4501,3,2005-08-05
1219114,4501,3,2005-12-21
2615035,4501,4,2004-10-24
316155,4501,4,2005-05-29
766569,4501,2,2005-07-25
2307511,4501,3,2005-07-27
1422478,4501,4,2005-08-20
2621492,4501,2,2005-09-28
371518,4501,5,2005-10-29
1191253,4501,1,2005-12-04
1711016,4501,4,2003-05-01
1053310,4501,2,2005-09-27
749178,4501,2,2005-07-08
428688,4501,4,2004-08-31
1114007,4501,2,2005-06-13
828095,4501,2,2005-07-23
165821,4501,5,2005-07-26
1320022,4501,3,2005-07-28
1262080,4501,4,2005-08-24
1699947,4501,3,2005-06-10
2447275,4501,4,2005-09-25
1561647,4501,4,2005-07-25
1494367,4501,1,2005-08-04
1659647,4501,4,2005-08-31
1387753,4501,1,2005-06-30
890668,4501,5,2005-08-31
2469112,4501,3,2005-06-02
448137,4501,5,2005-05-20
2375059,4501,2,2005-06-27
2570936,4501,3,2005-09-09
1956586,4502,2,2004-12-02
262411,4502,2,2003-10-28
1379793,4502,2,2003-12-21
1181550,4502,2,2003-09-19
2380338,4502,3,2005-02-13
1841531,4502,1,2005-06-06
1559022,4502,2,2004-07-17
2216240,4502,1,2004-02-02
1001129,4502,2,2004-10-29
2396806,4502,1,2004-05-15
235789,4502,2,2004-10-27
507378,4502,2,2005-10-22
1314869,4502,2,2005-02-10
582730,4502,5,2005-10-19
865481,4502,3,2005-06-04
2439493,4502,1,2003-11-22
236624,4502,2,2004-04-28
361375,4502,2,2004-03-24
48210,4502,4,2005-04-18
1529376,4502,3,2005-04-24
1405644,4502,3,2004-01-15
1481386,4502,1,2005-04-03
2040859,4502,1,2004-11-23
1245526,4502,5,2003-11-20
2584252,4502,2,2005-11-28
781610,4502,1,2004-02-18
757456,4502,2,2003-10-19
1426404,4502,3,2004-06-29
1154952,4502,3,2005-03-28
2051278,4502,4,2005-07-25
681587,4502,3,2004-12-03
78238,4502,4,2004-07-31
1928961,4502,4,2003-11-05
91701,4502,2,2005-08-01
1583631,4502,2,2004-10-10
381850,4502,1,2004-01-26
1773565,4502,4,2004-09-14
1657179,4502,1,2004-06-01
2415495,4502,2,2005-10-15
